n,phase,family,sample_index,q_score,p_value,global_pass,local_test_run,local_pass,combined_pass,local_channel,ordering_fraction,target_ordering_fraction,ordering_fraction_mismatch,transitive,local_details,construction_metadata
256,prospective_confirmation,minkowski_holdout,0,5721330.523954743,0.31868131868131866,True,True,True,True,none,0.5164828431372549,,0.0,True,"{""local_pass"": true, ""channel"": ""none"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": false, ""interval_size"": null, ""tested_intervals"": 2397, ""total_candidate_intervals"": 2397, ""certificate_vertices"": null}}",
256,prospective_confirmation,minkowski_holdout,1,5715026.899370687,0.6153846153846154,True,True,True,True,none,0.4977328431372549,,0.0,True,"{""local_pass"": true, ""channel"": ""none"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": false, ""interval_size"": null, ""tested_intervals"": 2369, ""total_candidate_intervals"": 2369, ""certificate_vertices"": null}}",
256,prospective_confirmation,minkowski_holdout,2,5719231.165595512,0.4175824175824176,True,True,True,True,none,0.4897671568627451,,0.0,True,"{""local_pass"": true, ""channel"": ""none"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": false, ""interval_size"": null, ""tested_intervals"": 2332, ""total_candidate_intervals"": 2332, ""certificate_vertices"": null}}",
256,prospective_confirmation,minkowski_holdout,3,5728910.422105334,0.10989010989010989,True,True,True,True,none,0.5296262254901961,,0.0,True,"{""local_pass"": true, ""channel"": ""none"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": false, ""interval_size"": null, ""tested_intervals"": 2434, ""total_candidate_intervals"": 2434, ""certificate_vertices"": null}}",
256,prospective_confirmation,minkowski_holdout,4,5727800.186589159,0.14285714285714285,True,False,True,True,,0.48045343137254903,,0.0,True,,
256,prospective_confirmation,minkowski_holdout,5,5713971.489569201,0.6703296703296703,True,False,True,True,,0.4721200980392157,,0.0,True,,
256,prospective_confirmation,minkowski_holdout,6,5728503.562039353,0.13186813186813187,True,False,True,True,,0.5262254901960784,,0.0,True,,
256,prospective_confirmation,minkowski_holdout,7,5706963.413128369,0.9340659340659341,True,False,True,True,,0.4796875,,0.0,True,,
256,prospective_confirmation,minkowski_holdout,8,5719828.150536732,0.3956043956043956,True,False,True,True,,0.46776960784313726,,0.0,True,,
256,prospective_confirmation,minkowski_holdout,9,5723205.031201717,0.23076923076923078,True,False,True,True,,0.5126225490196078,,0.0,True,,
256,prospective_confirmation,minkowski_holdout,10,5710710.637183495,0.8021978021978022,True,False,True,True,,0.5090073529411765,,0.0,True,,
256,prospective_confirmation,minkowski_holdout,11,5703273.35709052,0.967032967032967,True,False,True,True,,0.5102328431372549,,0.0,True,,
128,discovery,unanchored_s3,0,108.71532981421149,0.04950495049504951,False,True,False,False,induced_s3,0.49286417322834647,0.49286417322834647,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [29, 44, 69, 25, 50, 31], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 31, ""suffix_size"": 38, ""target_ordering_fraction"": 0.49286417322834647, ""achieved_ordering_fraction"": 0.49286417322834647, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,1,89.18699444022933,0.16831683168316833,True,True,False,False,induced_s3,0.4790846456692913,0.4790846456692913,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [63, 77, 107, 0, 19, 50], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 16, ""suffix_size"": 17, ""target_ordering_fraction"": 0.4790846456692913, ""achieved_ordering_fraction"": 0.4790846456692913, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,2,61.843043197712724,0.5841584158415841,True,True,False,False,induced_s3,0.4330708661417323,0.4330708661417323,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [3, 105, 118, 24, 36, 42], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 4, ""suffix_size"": 5, ""target_ordering_fraction"": 0.4330708661417323, ""achieved_ordering_fraction"": 0.4330708661417323, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,3,77.07610622785401,0.31683168316831684,True,True,False,False,induced_s3,0.5020915354330708,0.5020915354330708,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [37, 53, 58, 30, 29, 20], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 29, ""suffix_size"": 32, ""target_ordering_fraction"": 0.5020915354330708, ""achieved_ordering_fraction"": 0.5020915354330708, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,4,51.84640052885875,0.8217821782178217,True,True,False,False,induced_s3,0.5059055118110236,0.5062746062992126,0.0003690944881890035,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [45, 108, 111, 24, 113, 127], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 14, ""suffix_size"": 14, ""target_ordering_fraction"": 0.5062746062992126, ""achieved_ordering_fraction"": 0.5059055118110236, ""ordering_fraction_mismatch"": 0.0003690944881890035, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,5,54.473228445458204,0.7821782178217822,True,True,False,False,induced_s3,0.47010334645669294,0.4703494094488189,0.0002460629921259838,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [0, 55, 97, 111, 5, 12], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 0, ""suffix_size"": 0, ""target_ordering_fraction"": 0.4703494094488189, ""achieved_ordering_fraction"": 0.47010334645669294, ""ordering_fraction_mismatch"": 0.0002460629921259838, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,6,113.85419814448248,0.0297029702970297,False,True,False,False,induced_s3,0.49864665354330706,0.49864665354330706,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [9, 12, 127, 8, 85, 16], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 29, ""suffix_size"": 49, ""target_ordering_fraction"": 0.49864665354330706, ""achieved_ordering_fraction"": 0.49864665354330706, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,7,177.04845771097675,0.009900990099009901,False,True,False,False,induced_s3,0.5110728346456693,0.5110728346456693,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [9, 51, 117, 43, 81, 42], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 53, ""suffix_size"": 33, ""target_ordering_fraction"": 0.5110728346456693, ""achieved_ordering_fraction"": 0.5110728346456693, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,8,57.004024779769125,0.7227722772277227,True,True,False,False,induced_s3,0.5217765748031497,0.5217765748031497,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [24, 100, 127, 45, 103, 9], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 36, ""suffix_size"": 39, ""target_ordering_fraction"": 0.5217765748031497, ""achieved_ordering_fraction"": 0.5217765748031497, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,9,85.38569658258157,0.18811881188118812,True,True,False,False,induced_s3,0.484005905511811,0.484005905511811,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [44, 75, 121, 123, 27, 78], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 29, ""suffix_size"": 18, ""target_ordering_fraction"": 0.484005905511811, ""achieved_ordering_fraction"": 0.484005905511811, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,10,66.49361864231061,0.48514851485148514,True,True,False,False,induced_s3,0.5047982283464567,0.5047982283464567,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [52, 108, 126, 29, 80, 44], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 51, ""suffix_size"": 19, ""target_ordering_fraction"": 0.5047982283464567, ""achieved_ordering_fraction"": 0.5047982283464567, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
128,discovery,unanchored_s3,11,106.2017783598267,0.04950495049504951,False,True,False,False,induced_s3,0.5337106299212598,0.5337106299212598,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [36, 72, 85, 97, 83, 10], ""interval_scan"": null}","{""core_n"": 122, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.046875, ""prefix_size"": 42, ""suffix_size"": 35, ""target_ordering_fraction"": 0.5337106299212598, ""achieved_ordering_fraction"": 0.5337106299212598, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[122, 128]]}"
256,prospective_confirmation,unanchored_s3,0,5725203.984900288,0.18681318681318682,True,True,False,False,induced_s3,0.5164828431372549,0.5164828431372549,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [17, 112, 135, 86, 94, 216], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 67, ""suffix_size"": 86, ""target_ordering_fraction"": 0.5164828431372549, ""achieved_ordering_fraction"": 0.5164828431372549, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,1,5725987.0020561395,0.17582417582417584,True,True,False,False,induced_s3,0.501593137254902,0.4977328431372549,0.003860294117647045,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [99, 130, 151, 74, 163, 238], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 0, ""suffix_size"": 0, ""target_ordering_fraction"": 0.4977328431372549, ""achieved_ordering_fraction"": 0.501593137254902, ""ordering_fraction_mismatch"": 0.003860294117647045, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,2,5720815.059654018,0.3516483516483517,True,True,False,False,induced_s3,0.48973651960784315,0.4897671568627451,3.063725490193292e-05,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [77, 109, 204, 222, 237, 251], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 6, ""suffix_size"": 6, ""target_ordering_fraction"": 0.4897671568627451, ""achieved_ordering_fraction"": 0.48973651960784315, ""ordering_fraction_mismatch"": 3.063725490193292e-05, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,3,5719326.211656718,0.4175824175824176,True,True,False,False,induced_s3,0.5296262254901961,0.5296262254901961,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [184, 187, 251, 70, 152, 239], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 87, ""suffix_size"": 78, ""target_ordering_fraction"": 0.5296262254901961, ""achieved_ordering_fraction"": 0.5296262254901961, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,4,5713276.882206194,0.6923076923076923,True,True,False,False,induced_s3,0.48045343137254903,0.48045343137254903,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [73, 198, 242, 61, 205, 98], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 65, ""suffix_size"": 26, ""target_ordering_fraction"": 0.48045343137254903, ""achieved_ordering_fraction"": 0.48045343137254903, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,5,5716966.597851637,0.5384615384615384,True,True,False,False,induced_s3,0.4764705882352941,0.4721200980392157,0.004350490196078416,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [134, 165, 197, 227, 100, 149], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 0, ""suffix_size"": 0, ""target_ordering_fraction"": 0.4721200980392157, ""achieved_ordering_fraction"": 0.4764705882352941, ""ordering_fraction_mismatch"": 0.004350490196078416, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,6,5728453.613001491,0.13186813186813187,True,True,False,False,induced_s3,0.5262254901960784,0.5262254901960784,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [150, 173, 233, 186, 96, 111], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 88, ""suffix_size"": 87, ""target_ordering_fraction"": 0.5262254901960784, ""achieved_ordering_fraction"": 0.5262254901960784, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,7,5728236.337459344,0.13186813186813187,True,True,False,False,induced_s3,0.4796875,0.4796875,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [117, 217, 236, 244, 136, 80], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 44, ""suffix_size"": 63, ""target_ordering_fraction"": 0.4796875, ""achieved_ordering_fraction"": 0.4796875, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,8,5721902.461742559,0.2857142857142857,True,True,False,False,induced_s3,0.46767769607843135,0.46776960784313726,9.191176470590978e-05,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [39, 53, 111, 116, 195, 228], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 32, ""suffix_size"": 32, ""target_ordering_fraction"": 0.46776960784313726, ""achieved_ordering_fraction"": 0.46767769607843135, ""ordering_fraction_mismatch"": 9.191176470590978e-05, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,9,5719786.084957655,0.4065934065934066,True,True,False,False,induced_s3,0.5126225490196078,0.5126225490196078,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [38, 66, 129, 126, 190, 173], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 56, ""suffix_size"": 73, ""target_ordering_fraction"": 0.5126225490196078, ""achieved_ordering_fraction"": 0.5126225490196078, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,10,5712888.20316086,0.7032967032967034,True,True,False,False,induced_s3,0.5090073529411765,0.5090073529411765,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [12, 31, 148, 182, 149, 102], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 43, ""suffix_size"": 89, ""target_ordering_fraction"": 0.5090073529411765, ""achieved_ordering_fraction"": 0.5090073529411765, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,unanchored_s3,11,5718276.766264914,0.4835164835164835,True,True,False,False,induced_s3,0.5102328431372549,0.5102328431372549,0.0,True,"{""local_pass"": false, ""channel"": ""induced_s3"", ""s3_certificate"": [12, 136, 222, 194, 213, 183], ""interval_scan"": null}","{""core_n"": 250, ""gadget_count"": 1, ""gadget_vertex_fraction"": 0.0234375, ""prefix_size"": 73, ""suffix_size"": 63, ""target_ordering_fraction"": 0.5102328431372549, ""achieved_ordering_fraction"": 0.5102328431372549, ""ordering_fraction_mismatch"": 0.0, ""gadget_ranges"": [[250, 256]]}"
256,prospective_confirmation,anchored_minimal7_obstruction,0,5722200.828729313,0.26373626373626374,True,True,False,False,small_interval_dimension,0.5164828431372549,0.5164828431372549,0.0,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1413, ""total_candidate_intervals"": 2113, ""certificate_vertices"": [7, 17, 45, 64, 126, 154, 171, 185, 253]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 110, ""suffix_size"": 71, ""target_ordering_fraction"": 0.5164828431372549, ""ordering_fraction"": 0.5164828431372549, ""ordering_fraction_mismatch"": 0.0}"
256,prospective_confirmation,anchored_minimal7_obstruction,1,5713653.557528601,0.6813186813186813,True,True,False,False,small_interval_dimension,0.4977328431372549,0.4977328431372549,0.0,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1651, ""total_candidate_intervals"": 2537, ""certificate_vertices"": [0, 27, 48, 97, 107, 148, 178, 190, 233]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 87, ""suffix_size"": 48, ""target_ordering_fraction"": 0.4977328431372549, ""ordering_fraction"": 0.4977328431372549, ""ordering_fraction_mismatch"": 0.0}"
256,prospective_confirmation,anchored_minimal7_obstruction,2,5706197.445684946,0.9340659340659341,True,True,False,False,small_interval_dimension,0.4897671568627451,0.4897671568627451,0.0,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1660, ""total_candidate_intervals"": 2439, ""certificate_vertices"": [9, 48, 54, 76, 95, 109, 111, 125, 165]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 67, ""suffix_size"": 55, ""target_ordering_fraction"": 0.4897671568627451, ""ordering_fraction"": 0.4897671568627451, ""ordering_fraction_mismatch"": 0.0}"
256,prospective_confirmation,anchored_minimal7_obstruction,3,5724488.799359354,0.1978021978021978,True,True,False,False,small_interval_dimension,0.5296262254901961,0.5296262254901961,0.0,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1550, ""total_candidate_intervals"": 2428, ""certificate_vertices"": [0, 13, 19, 84, 87, 96, 117, 136, 183]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 109, ""suffix_size"": 43, ""target_ordering_fraction"": 0.5296262254901961, ""ordering_fraction"": 0.5296262254901961, ""ordering_fraction_mismatch"": 0.0}"
256,prospective_confirmation,anchored_minimal7_obstruction,4,5713122.726019181,0.6923076923076923,True,True,False,False,small_interval_dimension,0.4803308823529412,0.48045343137254903,0.0001225490196078427,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1844, ""total_candidate_intervals"": 2390, ""certificate_vertices"": [5, 15, 35, 41, 59, 83, 84, 180, 212]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 18, ""suffix_size"": 19, ""target_ordering_fraction"": 0.48045343137254903, ""ordering_fraction"": 0.4803308823529412, ""ordering_fraction_mismatch"": 0.0001225490196078427}"
256,prospective_confirmation,anchored_minimal7_obstruction,5,5727085.855419471,0.15384615384615385,True,True,False,False,small_interval_dimension,0.4722120098039216,0.4721200980392157,9.191176470590978e-05,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1786, ""total_candidate_intervals"": 2376, ""certificate_vertices"": [19, 73, 112, 156, 157, 161, 210, 226, 227]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 35, ""suffix_size"": 35, ""target_ordering_fraction"": 0.4721200980392157, ""ordering_fraction"": 0.4722120098039216, ""ordering_fraction_mismatch"": 9.191176470590978e-05}"
256,prospective_confirmation,anchored_minimal7_obstruction,6,5715667.953473911,0.5934065934065934,True,True,False,False,small_interval_dimension,0.5262254901960784,0.5262254901960784,0.0,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1849, ""total_candidate_intervals"": 2384, ""certificate_vertices"": [29, 45, 51, 56, 97, 193, 194, 213, 252]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 107, ""suffix_size"": 50, ""target_ordering_fraction"": 0.5262254901960784, ""ordering_fraction"": 0.5262254901960784, ""ordering_fraction_mismatch"": 0.0}"
256,prospective_confirmation,anchored_minimal7_obstruction,7,5720272.673441403,0.37362637362637363,True,True,False,False,small_interval_dimension,0.4796875,0.4796875,0.0,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1886, ""total_candidate_intervals"": 2377, ""certificate_vertices"": [19, 39, 79, 101, 114, 116, 199, 204, 225]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 26, ""suffix_size"": 46, ""target_ordering_fraction"": 0.4796875, ""ordering_fraction"": 0.4796875, ""ordering_fraction_mismatch"": 0.0}"
256,prospective_confirmation,anchored_minimal7_obstruction,8,5720027.8510960955,0.38461538461538464,True,True,False,False,small_interval_dimension,0.4723345588235294,0.46776960784313726,0.004564950980392168,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1627, ""total_candidate_intervals"": 2219, ""certificate_vertices"": [39, 93, 103, 121, 123, 173, 222, 229, 243]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 0, ""suffix_size"": 0, ""target_ordering_fraction"": 0.46776960784313726, ""ordering_fraction"": 0.4723345588235294, ""ordering_fraction_mismatch"": 0.004564950980392168}"
256,prospective_confirmation,anchored_minimal7_obstruction,9,5727587.060588728,0.14285714285714285,True,True,False,False,small_interval_dimension,0.5126225490196078,0.5126225490196078,0.0,True,"{""local_pass"": false, ""channel"": ""small_interval_dimension"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": true, ""interval_size"": 9, ""tested_intervals"": 1868, ""total_candidate_intervals"": 2462, ""certificate_vertices"": [7, 43, 109, 142, 163, 174, 178, 204, 237]}}","{""core_n"": 247, ""gadget_size"": 9, ""prefix_size"": 62, ""suffix_size"": 76, ""target_ordering_fraction"": 0.5126225490196078, ""ordering_fraction"": 0.5126225490196078, ""ordering_fraction_mismatch"": 0.0}"
256,prospective_confirmation,bimodal_exact_2d_order,0,5711774.830456453,0.7582417582417582,True,True,True,True,none,0.5205269607843137,0.5164828431372549,0.004044117647058809,True,"{""local_pass"": true, ""channel"": ""none"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": false, ""interval_size"": null, ""tested_intervals"": 2446, ""total_candidate_intervals"": 2446, ""certificate_vertices"": null}}","{""lambda"": 0.0, ""target_ordering_fraction"": 0.5164828431372549, ""ordering_fraction"": 0.5205269607843137, ""ordering_fraction_mismatch"": 0.004044117647058809}"
256,prospective_confirmation,bimodal_exact_2d_order,1,5721054.365317115,0.34065934065934067,True,True,True,True,none,0.5018382352941176,0.4977328431372549,0.0041053921568627305,True,"{""local_pass"": true, ""channel"": ""none"", ""s3_certificate"": null, ""interval_scan"": {""obstruction_found"": false, ""interval_size"": null, ""tested_intervals"": 2450, ""total_candidate_intervals"": 2450, ""certificate_vertices"": null}}","{""lambda"": 0.0, ""target_ordering_fraction"": 0.4977328431372549, ""ordering_fraction"": 0.5018382352941176, ""ordering_fraction_mismatch"": 0.0041053921568627305}"
